,tn_ved,perod,1_country,1_country_sum,1_country_weight,2_country,2_country_sum,2_country_weight,3_country,3_country_sum,3_country_weight,4_country,4_country_sum,4_country_weight,5_country,5_country_sum,5_country_weight
254,38-Прочие химические продукты,2017,KZ-КАЗАХСТАН,33795274.5,0.34,BY-БЕЛАРУСЬ,20133274.1,0.2,CN-КИТАЙ,4553745.0,0.05,SK-СЛОВАКИЯ,4443870.5,0.05,UA-УКРАИНА,3728732.6,0.04
255,38-Прочие химические продукты,2018,KZ-КАЗАХСТАН,41408080.34,0.33,BY-БЕЛАРУСЬ,29383194.82,0.23,CN-КИТАЙ,14914800.08,0.12,UA-УКРАИНА,4356733.36,0.03,US-СОЕДИНЕННЫЕ ШТАТЫ,3133963.22,0.02
256,38-Прочие химические продукты,2019,KZ-КАЗАХСТАН,46037605.06,0.36,BY-БЕЛАРУСЬ,38353717.22,0.3,UZ-УЗБЕКИСТАН,4545315.05,0.04,UA-УКРАИНА,3612136.44,0.03,US-СОЕДИНЕННЫЕ ШТАТЫ,3346202.1,0.03
257,38-Прочие химические продукты,2020,KZ-КАЗАХСТАН,62394420.62,0.33,BY-БЕЛАРУСЬ,33646337.29,0.18,NL-НИДЕРЛАНДЫ,15748837.88,0.08,UZ-УЗБЕКИСТАН,11782052.09,0.06,UA-УКРАИНА,10823424.59,0.06
258,38-Прочие химические продукты,2021,KZ-КАЗАХСТАН,83438673.96,0.38,BY-БЕЛАРУСЬ,42094813.18,0.19,UA-УКРАИНА,26953151.67,0.12,UZ-УЗБЕКИСТАН,12148845.6,0.06,IT-ИТАЛИЯ,5358634.24,0.02
259,39-Пластмассы и изделия из них,2015,BY-БЕЛАРУСЬ,131671280.86,0.42,KZ-КАЗАХСТАН,52278316.33,0.17,CN-КИТАЙ,46774953.59,0.15,UA-УКРАИНА,20139580.72,0.06,BE-БЕЛЬГИЯ,17864640.06,0.06
260,39-Пластмассы и изделия из них,2016,BY-БЕЛАРУСЬ,109850128.38,0.4,KZ-КАЗАХСТАН,58128593.7,0.21,CN-КИТАЙ,30583348.76,0.11,UA-УКРАИНА,18925528.1,0.07,BE-БЕЛЬГИЯ,11130920.08,0.04
261,39-Пластмассы и изделия из них,2017,CN-КИТАЙ,98600327.5,0.26,KZ-КАЗАХСТАН,92403704.6,0.24,BY-БЕЛАРУСЬ,91436491.6,0.24,UA-УКРАИНА,17525551.5,0.05,BE-БЕЛЬГИЯ,14644009.9,0.04
262,39-Пластмассы и изделия из них,2018,KZ-КАЗАХСТАН,99457493.09,0.25,BY-БЕЛАРУСЬ,94348172.9,0.24,CN-КИТАЙ,84345273.3,0.21,UZ-УЗБЕКИСТАН,20319106.43,0.05,BE-БЕЛЬГИЯ,17739778.2,0.04
263,39-Пластмассы и изделия из них,2019,CN-КИТАЙ,115383168.23,0.24,BY-БЕЛАРУСЬ,114780291.04,0.24,KZ-КАЗАХСТАН,110733776.41,0.23,UZ-УЗБЕКИСТАН,27829487.23,0.06,TR-ТУРЦИЯ,20164472.58,0.04
264,39-Пластмассы и изделия из них,2020,CN-КИТАЙ,593536524.84,0.5,TR-ТУРЦИЯ,151866518.95,0.13,KZ-КАЗАХСТАН,129012365.95,0.11,BY-БЕЛАРУСЬ,101466932.28,0.09,BE-БЕЛЬГИЯ,52184697.8,0.04
265,39-Пластмассы и изделия из них,2021,CN-КИТАЙ,346086079.83,0.33,KZ-КАЗАХСТАН,210600614.83,0.2,BY-БЕЛАРУСЬ,147762390.72,0.14,TR-ТУРЦИЯ,83137646.39,0.08,BE-БЕЛЬГИЯ,36288382.23,0.03
266,"40-Каучук, резина и изделия из них",2015,BY-БЕЛАРУСЬ,10728805.22,0.12,KZ-КАЗАХСТАН,9783638.26,0.11,IT-ИТАЛИЯ,8657237.82,0.1,SE-ШВЕЦИЯ,7784218.17,0.09,DE-ГЕРМАНИЯ,7020731.0,0.08
267,"40-Каучук, резина и изделия из них",2016,KZ-КАЗАХСТАН,41334251.55,0.15,BY-БЕЛАРУСЬ,36196731.11,0.13,IT-ИТАЛИЯ,26447547.49,0.1,DE-ГЕРМАНИЯ,26045038.51,0.09,IN-ИНДИЯ,18821479.17,0.07
268,"40-Каучук, резина и изделия из них",2017,KZ-КАЗАХСТАН,49981215.7,0.17,BY-БЕЛАРУСЬ,38842094.2,0.13,IT-ИТАЛИЯ,34004411.5,0.11,DE-ГЕРМАНИЯ,31967917.1,0.11,IN-ИНДИЯ,16593592.6,0.06
269,"40-Каучук, резина и изделия из них",2018,KZ-КАЗАХСТАН,67840710.69,0.22,BY-БЕЛАРУСЬ,56097062.13,0.18,IT-ИТАЛИЯ,33288422.51,0.11,DE-ГЕРМАНИЯ,32354742.51,0.11,SE-ШВЕЦИЯ,13049944.06,0.04
270,"40-Каучук, резина и изделия из них",2019,KZ-КАЗАХСТАН,81711212.15,0.24,BY-БЕЛАРУСЬ,63427174.57,0.19,IT-ИТАЛИЯ,33015414.76,0.1,DE-ГЕРМАНИЯ,23345315.07,0.07,UA-УКРАИНА,14135081.9,0.04
271,"40-Каучук, резина и изделия из них",2020,KZ-КАЗАХСТАН,86127469.86,0.25,BY-БЕЛАРУСЬ,83967893.86,0.25,IT-ИТАЛИЯ,28447378.29,0.08,DE-ГЕРМАНИЯ,18125630.38,0.05,UA-УКРАИНА,14377075.33,0.04
272,"40-Каучук, резина и изделия из них",2021,KZ-КАЗАХСТАН,132307250.48,0.29,BY-БЕЛАРУСЬ,112839146.39,0.25,IT-ИТАЛИЯ,33051410.68,0.07,DE-ГЕРМАНИЯ,23288989.28,0.05,UA-УКРАИНА,16982190.37,0.04
273,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2015,BY-БЕЛАРУСЬ,2308023.07,0.29,KZ-КАЗАХСТАН,2068055.8,0.26,FR-ФРАНЦИЯ,1263647.47,0.16,PL-ПОЛЬША,608136.28,0.08,IT-ИТАЛИЯ,502426.82,0.06
274,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2016,FR-ФРАНЦИЯ,7688631.07,0.27,KZ-КАЗАХСТАН,6805593.48,0.24,BY-БЕЛАРУСЬ,6163370.52,0.21,DZ-АЛЖИР,3501226.98,0.12,PL-ПОЛЬША,1157951.48,0.04
275,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2017,KZ-КАЗАХСТАН,6890068.9,0.22,BY-БЕЛАРУСЬ,6593886.2,0.21,FR-ФРАНЦИЯ,6345552.3,0.2,NL-НИДЕРЛАНДЫ,3639984.7,0.12,CH-ШВЕЙЦАРИЯ,1173502.1,0.04
276,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2018,BY-БЕЛАРУСЬ,8826206.81,0.26,KZ-КАЗАХСТАН,7379273.78,0.22,IT-ИТАЛИЯ,6889735.58,0.2,FR-ФРАНЦИЯ,3568576.99,0.11,CH-ШВЕЙЦАРИЯ,1473775.6,0.04
277,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2019,BY-БЕЛАРУСЬ,10147480.68,0.32,KZ-КАЗАХСТАН,8385548.95,0.27,FR-ФРАНЦИЯ,4524264.52,0.14,IT-ИТАЛИЯ,1516971.4,0.05,HK-ГОНКОНГ,1003899.95,0.03
278,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2020,BY-БЕЛАРУСЬ,8031717.57,0.34,KZ-КАЗАХСТАН,6242605.37,0.26,FR-ФРАНЦИЯ,3521448.97,0.15,PL-ПОЛЬША,859466.23,0.04,HK-ГОНКОНГ,774034.11,0.03
279,"42-Изделия из кожи; шорно-седельные изделия и упряжь; дорожные принадлежности, дамские сумки и аналогичные им товары; изделия из кишок животных (кроме волокна из фиброина шелкопряда)",2021,BY-БЕЛАРУСЬ,10397383.67,0.28,KZ-КАЗАХСТАН,8299665.42,0.22,FR-ФРАНЦИЯ,4745924.09,0.13,NL-НИДЕРЛАНДЫ,2151357.99,0.06,HK-ГОНКОНГ,2107101.44,0.06
280,43-Натуральный и искусственный мех; изделия из него,2015,NL-НИДЕРЛАНДЫ,1831719.12,0.28,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,1499567.09,0.23,LT-ЛИТВА,1093361.14,0.17,FI-ФИНЛЯНДИЯ,1055293.51,0.16,BY-БЕЛАРУСЬ,386876.33,0.06
281,43-Натуральный и искусственный мех; изделия из него,2016,FI-ФИНЛЯНДИЯ,4388810.68,0.58,BY-БЕЛАРУСЬ,997715.67,0.13,IT-ИТАЛИЯ,855705.87,0.11,GB-СОЕДИНЕННОЕ КОРОЛЕВСТВО,571609.54,0.08,ES-ИСПАНИЯ,296979.27,0.04
282,43-Натуральный и искусственный мех; изделия из него,2017,LV-ЛАТВИЯ,2187085.8,0.4,BY-БЕЛАРУСЬ,1197188.4,0.22,FR-ФРАНЦИЯ,635740.7,0.12,IT-ИТАЛИЯ,620571.5,0.11,GR-ГРЕЦИЯ,250606.6,0.05
283,43-Натуральный и искусственный мех; изделия из него,2018,BY-БЕЛАРУСЬ,1352255.19,0.38,FR-ФРАНЦИЯ,663654.19,0.19,IT-ИТАЛИЯ,529378.28,0.15,CH-ШВЕЙЦАРИЯ,326225.01,0.09,KZ-КАЗАХСТАН,313076.69,0.09
284,43-Натуральный и искусственный мех; изделия из него,2019,BY-БЕЛАРУСЬ,1532876.74,0.45,IT-ИТАЛИЯ,809483.88,0.24,FR-ФРАНЦИЯ,554515.5,0.16,"KR-КОРЕЯ, РЕСПУБЛИКА",148648.3,0.04,TJ-ТАДЖИКИСТАН,83805.1,0.02
285,43-Натуральный и искусственный мех; изделия из него,2020,BY-БЕЛАРУСЬ,968567.73,0.32,FR-ФРАНЦИЯ,755170.45,0.25,CN-КИТАЙ,492223.22,0.16,IT-ИТАЛИЯ,354838.96,0.12,GR-ГРЕЦИЯ,154719.43,0.05
286,43-Натуральный и искусственный мех; изделия из него,2021,CN-КИТАЙ,1082285.16,0.28,IT-ИТАЛИЯ,831188.97,0.22,BY-БЕЛАРУСЬ,746608.69,0.2,HK-ГОНКОНГ,285087.13,0.07,GR-ГРЕЦИЯ,276528.88,0.07
287,44-Древесина и изделия из нее; древесный уголь,2015,CN-КИТАЙ,10663828.31,0.39,BY-БЕЛАРУСЬ,3198506.38,0.12,KZ-КАЗАХСТАН,2327504.79,0.09,DE-ГЕРМАНИЯ,1623561.42,0.06,US-СОЕДИНЕННЫЕ ШТАТЫ,823150.09,0.03
288,44-Древесина и изделия из нее; древесный уголь,2016,CN-КИТАЙ,52618979.58,0.46,JP-ЯПОНИЯ,6883339.18,0.06,KZ-КАЗАХСТАН,6566263.85,0.06,BY-БЕЛАРУСЬ,6301507.06,0.06,LT-ЛИТВА,5578800.28,0.05
289,44-Древесина и изделия из нее; древесный уголь,2017,CN-КИТАЙ,85666159.2,0.45,BY-БЕЛАРУСЬ,19752911.8,0.1,KZ-КАЗАХСТАН,11576543.3,0.06,JP-ЯПОНИЯ,6388109.6,0.03,UA-УКРАИНА,5900793.3,0.03
290,44-Древесина и изделия из нее; древесный уголь,2018,CN-КИТАЙ,91724249.65,0.4,BY-БЕЛАРУСЬ,22546139.15,0.1,KZ-КАЗАХСТАН,18227448.19,0.08,DE-ГЕРМАНИЯ,9314656.08,0.04,PL-ПОЛЬША,7617258.81,0.03
291,44-Древесина и изделия из нее; древесный уголь,2019,CN-КИТАЙ,108233295.75,0.43,BY-БЕЛАРУСЬ,19326157.16,0.08,KZ-КАЗАХСТАН,17228283.93,0.07,DE-ГЕРМАНИЯ,11111256.1,0.04,PL-ПОЛЬША,9751896.39,0.04
292,44-Древесина и изделия из нее; древесный уголь,2020,CN-КИТАЙ,74791824.13,0.33,BY-БЕЛАРУСЬ,20812651.92,0.09,DE-ГЕРМАНИЯ,17738042.62,0.08,KZ-КАЗАХСТАН,16424242.91,0.07,PL-ПОЛЬША,12494726.85,0.06
293,44-Древесина и изделия из нее; древесный уголь,2021,CN-КИТАЙ,84900461.77,0.27,DE-ГЕРМАНИЯ,39847739.65,0.13,BY-БЕЛАРУСЬ,21789509.41,0.07,KZ-КАЗАХСТАН,20988690.48,0.07,PL-ПОЛЬША,16383209.53,0.05
294,45-Пробка и изделия из нее,2015,BY-БЕЛАРУСЬ,13567.22,0.94,KZ-КАЗАХСТАН,843.19,0.06,KG-КЫРГЫЗСТАН,24.29,0.0,AE-ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,16.0,0.0,PL-ПОЛЬША,0.0,0.0
295,45-Пробка и изделия из нее,2016,BY-БЕЛАРУСЬ,19694.22,0.64,KZ-КАЗАХСТАН,6554.98,0.21,UZ-УЗБЕКИСТАН,3215.52,0.1,LV-ЛАТВИЯ,513.78,0.02,UA-УКРАИНА,342.46,0.01
296,45-Пробка и изделия из нее,2017,BY-БЕЛАРУСЬ,90305.1,0.65,AB-АБХАЗИЯ,29090.9,0.21,KZ-КАЗАХСТАН,9448.2,0.07,AM-АРМЕНИЯ,4130.8,0.03,KG-КЫРГЫЗСТАН,1186.2,0.01
297,45-Пробка и изделия из нее,2018,BY-БЕЛАРУСЬ,122900.57,0.3,AB-АБХАЗИЯ,113739.06,0.28,AM-АРМЕНИЯ,80551.29,0.19,KZ-КАЗАХСТАН,78455.61,0.19,LV-ЛАТВИЯ,5559.45,0.01
298,45-Пробка и изделия из нее,2019,BY-БЕЛАРУСЬ,202694.49,0.34,AM-АРМЕНИЯ,132513.14,0.22,KZ-КАЗАХСТАН,111154.46,0.19,AB-АБХАЗИЯ,71391.74,0.12,OS-ЮЖНАЯ ОСЕТИЯ,63140.52,0.11
299,45-Пробка и изделия из нее,2020,KZ-КАЗАХСТАН,222152.41,0.47,BY-БЕЛАРУСЬ,151037.91,0.32,OS-ЮЖНАЯ ОСЕТИЯ,34510.76,0.07,AB-АБХАЗИЯ,32637.43,0.07,AM-АРМЕНИЯ,26013.16,0.06
300,45-Пробка и изделия из нее,2021,KZ-КАЗАХСТАН,269255.19,0.38,BY-БЕЛАРУСЬ,151482.52,0.22,AB-АБХАЗИЯ,146795.23,0.21,OS-ЮЖНАЯ ОСЕТИЯ,118057.7,0.17,AM-АРМЕНИЯ,8654.49,0.01
301,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2015,BY-БЕЛАРУСЬ,26816.71,0.67,KZ-КАЗАХСТАН,12581.92,0.31,"MD-МОЛДОВА, РЕСПУБЛИКА",420.96,0.01,US-СОЕДИНЕННЫЕ ШТАТЫ,214.13,0.01,PL-ПОЛЬША,7.43,0.0
302,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2016,KZ-КАЗАХСТАН,49955.97,0.67,BY-БЕЛАРУСЬ,17183.74,0.23,UA-УКРАИНА,4371.65,0.06,PL-ПОЛЬША,889.24,0.01,NNN-НЕИЗВЕСТНАЯ СТРАНА,647.35,0.01
303,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2017,KZ-КАЗАХСТАН,41802.6,0.64,BY-БЕЛАРУСЬ,12459.2,0.19,AM-АРМЕНИЯ,8623.7,0.13,UA-УКРАИНА,735.8,0.01,GE-ГРУЗИЯ,383.2,0.01
304,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2018,KZ-КАЗАХСТАН,55609.85,0.49,BY-БЕЛАРУСЬ,41620.41,0.37,"MD-МОЛДОВА, РЕСПУБЛИКА",4101.56,0.04,AM-АРМЕНИЯ,3275.49,0.03,PL-ПОЛЬША,2446.39,0.02
305,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2019,BY-БЕЛАРУСЬ,78191.76,0.42,KZ-КАЗАХСТАН,72961.91,0.39,CH-ШВЕЙЦАРИЯ,9642.49,0.05,PL-ПОЛЬША,7350.12,0.04,UA-УКРАИНА,6334.19,0.03
306,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2020,BY-БЕЛАРУСЬ,111339.77,0.59,KZ-КАЗАХСТАН,59813.9,0.31,EE-ЭСТОНИЯ,4730.78,0.02,HK-ГОНКОНГ,3150.0,0.02,AM-АРМЕНИЯ,2821.25,0.01
307,"46-Изделия из соломы, альфы или прочих материалов для плетения; корзиночные изделия и плетеные изделия",2021,BY-БЕЛАРУСЬ,181638.68,0.53,KZ-КАЗАХСТАН,99782.16,0.29,HK-ГОНКОНГ,27090.0,0.08,CH-ШВЕЙЦАРИЯ,12578.81,0.04,AM-АРМЕНИЯ,3770.17,0.01
308,47-Масса из древесины или из других волокнистых целлюлозных материалов; регенерируемые бумага или картон (макулатура и отходы),2015,CN-КИТАЙ,3209431.26,0.26,UA-УКРАИНА,1972975.86,0.16,IN-ИНДИЯ,1401445.03,0.11,TH-ТАИЛАНД,1012099.75,0.08,FI-ФИНЛЯНДИЯ,990993.53,0.08
309,47-Масса из древесины или из других волокнистых целлюлозных материалов; регенерируемые бумага или картон (макулатура и отходы),2016,UA-УКРАИНА,3615276.9,0.69,DE-ГЕРМАНИЯ,450428.62,0.09,UZ-УЗБЕКИСТАН,444207.19,0.08,FI-ФИНЛЯНДИЯ,207235.08,0.04,KZ-КАЗАХСТАН,166584.4,0.03
