tn_ved,country,country_sum_2022,period,country_sum_2021
1602429000-Прочие готовые изделия и консервы из лопаточной части и ее отруба домашней свиньи,AM-АРМЕНИЯ,0.0,2022,0.0
1602903100-Прочие готовые и консервированные продукты из крови дичи или кролика,NNN-НЕИЗВЕСТНАЯ СТРАНА,86912.0,2022,6.68
"1603001000-Экстракты и соки из мяса, рыбы, ракообразных, моллюсков или прочих водных беспозвоночных в первичных упаковках нетто-массой 1 кг и менее",KZ-КАЗАХСТАН,225088.0,2022,1204.26
"1604121000-Готовые продукты или консервы из филе сельди: сырого, в тесте или панировке, предварительно обжаренного или не обжаренного в масле, глубоко замороженного, но не фаршированного",AM-АРМЕНИЯ,1088.0,2022,0.0
1604141100-Готовая или консервированная рыба в растительном масле,AZ-АЗЕРБАЙДЖАН,0.0,2022,0.0
"1604141600-Прочие корды (балык), тунец и скипджек целые или в кусках, но не фаршированные",KZ-КАЗАХСТАН,182592.0,2022,0.0
"1604142100-Тунец, скипджек, или тунец полосатый, и пеламида (sarda spp.) в",BY-БЕЛАРУСЬ,86976.0,2022,39851.59
"1604142600-Филе, скипджека, или тунеца полосатого известное как корды, или балык",AM-АРМЕНИЯ,102720.0,2022,0.0
"1604142800-Прочий тунец, скипджек, или тунец полосатый, и пеламида (sarda spp.)",BY-БЕЛАРУСЬ,122752.0,2022,26902.91
1604143100-Желтоперый тунец (thunnus albacares)  в растительном масле,BY-БЕЛАРУСЬ,190912.0,2022,0.0
1604143800-Прочий желтоперый тунец (thunnus albacares),AM-АРМЕНИЯ,0.0,2022,0.0
"1604144100-Тунец и скипджек, или тунец полосатый в растительном масле",KZ-КАЗАХСТАН,264384.0,2022,5919.18
"1604170000-Угорь целиком или в кусках, но нефаршированный",AM-АРМЕНИЯ,171200.0,2022,130632.44
"1604199100-Готовая или консервир. продукция из филе прочих рыб, целиком или в кусках, сырая, в тесте или панировке, предварительно обжаренная или не обжаренная в масле, глобоко замороженная",KZ-КАЗАХСТАН,310976.0,2022,51338.61
"1604199500-Готовая или консерварованная продукция из минтая(theragra chalcogramma,серебристая сайда (pollachius pollachius), целиком или в кусках, но не фаршированная","MD-МОЛДОВА, РЕСПУБЛИКА",57408.0,2022,13227.28
1604204000-Готовая или консервированная продукция из анчоусов,KG-КЫРГЫЗСТАН,0.0,2022,4196.88
"1605211000-Креветки и пильчатые креветки в негерметичной упаковке, в первичных упаковках нетто-массой не более 2 кг",KZ-КАЗАХСТАН,279232.0,2022,36201.91
1605219000-Прочие креветки и пильчатые креветки в негерметичной упаковке,KZ-КАЗАХСТАН,275776.0,2022,41035.4
"1605520000-Гребешки, включая королевские гребешки, готовые или консервированные",AZ-АЗЕРБАЙДЖАН,0.0,2022,0.0
1605539000-Прочие моллюски готовые или консервированные,UA-УКРАИНА,60736.0,2022,143650.14
"1605560000-Клемы, сердцевидки и арки готовые или консервированные",KZ-КАЗАХСТАН,271296.0,2022,14375.08
"1605580000-Улитки, кроме липариса готовые или консервированные",BY-БЕЛАРУСЬ,40128.0,2022,348.43
"1604199300-Готовая или консервированная продукция из сайды (pollachius virens), целиком или в кусках, но не фаршированная",KZ-КАЗАХСТАН,279168.0,2022,0.0
1602503101-Солонина в герметичных контейнерах,BY-БЕЛАРУСЬ,107968.0,2022,0.0
"1604144600-Филе, известное как корды, или балык, прочий",AZ-АЗЕРБАЙДЖАН,0.0,2022,0.0
"1604193900-Прочая готовая и консервированная продукция из рыбы рода euthynnus, кроме скипджека (euthynnus (katsuwonus) pelamis) целиком или в кусках, но не фаршированная",KZ-КАЗАХСТАН,288832.0,2022,0.0
1605400000-Готовые или консервированные прочие ракообразные,BY-БЕЛАРУСЬ,156736.0,2022,0.0
1605610000-Голотурии готовые или консервированные,BY-БЕЛАРУСЬ,68352.0,2022,0.0
1602901000-Прочие готовые и консервированные продукты из крови любых животных,BY-БЕЛАРУСЬ,0.0,2022,0.0
"1604143600-Филе желтоперого тунеца (thunnus albacares), известное как корды,",KZ-КАЗАХСТАН,223168.0,2022,0.0
"1604193100-Филе, из рыбы рода euthynnus, кроме скипджека, или тунца полосатого (euthynnus (katsuwonus) pelamis): известное как ""корды, или балык""",BY-БЕЛАРУСЬ,0.0,2022,0.0
"1604199710-Осетровые прочие, целиком или в кусках, но нефаршированная",BY-БЕЛАРУСЬ,27520.0,2022,0.0
1604209010-Готовая или консервированная рыба из осетровых,BY-БЕЛАРУСЬ,34432.0,2022,0.0
"1605301000-Мясо омаров, подвергнутое тепловой обработке, для производства омарного масла или омарных паштетов, паст, супов или соусов",KZ-КАЗАХСТАН,160320.0,2022,0.0
"1605400001-Готовые или консервированные прочие ракообразные, мясо криля",KZ-КАЗАХСТАН,223104.0,2022,0.0
1605510000-Устрицы готовые или консервированные,KZ-КАЗАХСТАН,160384.0,2022,0.0
"1602503109-Солонина, прочая",NNN-НЕИЗВЕСТНАЯ СТРАНА,26368.0,2022,0.0
"1602907200-Прочие готовые продукты из крови баранины, сырые; смеси отварного мяса или субпродуктов и сырого мяса или субпродуктов",TJ-ТАДЖИКИСТАН,0.0,2022,0.0
"1603008000-Прочие экстракты и соки из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных:",0,60736.0,2022,0.0
"1604149000-Готовая или консервированная продукция из пеламиды (sarda spp.), целиком или в кусках, но не фаршированной","MD-МОЛДОВА, РЕСПУБЛИКА",3904.0,2022,0.0
1604180000-Готовые или консервированные плавники акульи,0,61824.0,2022,0.0
"1604195000-Готовые продукты и консервы из рыбы вида orcinopsis unicolor целиком или в кусках, кроме фаршированных",0,61696.0,2022,0.0
"1604199400-Готовая или консервированная продукция из мерлузы (merluccius spp.,urophycis spp.) и американсого нитеперого налима (urophycis spp.), целиком или в кусках, но не фаршированная",0,61632.0,2022,0.0
1605620000-Морские ежи готовые или консервированные,0,61824.0,2022,0.0
"1601001000-Готовые пищевые продукты, изготовленные из печени",BY-БЕЛАРУСЬ,133888.0,2022,590.86
"1601009100-Колбасы, сухие или пастообразные, cырые",AM-АРМЕНИЯ,610496.0,2022,225700.43
"1601009900-Прочие готовые пищевые продукты, изготовленные из мяса и мясных субпродуктов или крови",KG-КЫРГЫЗСТАН,7909888.0,2022,932339.3
"1602100010-Гомогенизированные готовые продукты из мяса, мясных субпродуктов или крови для детского питания",KG-КЫРГЫЗСТАН,0.0,2022,55496.87
1602201000-Готовые или консервированные продукты из гусиной и утиной печени,UA-УКРАИНА,42944.0,2022,48405.52
"1602209000-Прочие готовые или консервированные, продукты из печени любых животных",VN-ВЬЕТНАМ,225664.0,2022,140173.8
"1602311900-Прочие готовые изделия и консервы, содержащие 57 мас.% или более мяса индейки",AM-АРМЕНИЯ,98496.0,2022,8929.34
1602318000-Прочие готовые или консервированные продукты из индейки прочие,UA-УКРАИНА,32384.0,2022,4999.96
"1602321100-Готовые или консервированные продукты из домашней птицы вида gallus domesticus, товарной позиции 0105, содержащие 57 мас.% или более сырого мяса домашней птицы или субпродуктов",AM-АРМЕНИЯ,743232.0,2022,202978.36
"1602321900-Готовые или консервированные продукты из мяса домашней птицы вида gallus domesticus, товарной позиции 0105, содержащие 57 мас.% или более прочего мяса домашней птицы или субпродуктов",MN-МОНГОЛИЯ,237312.0,2022,465507.05
"1602323000-Готовые или консервированные продукты из домашней птицы вида galus domesticus, товарной позиции 0105, содержащие 25 мас.% или более, но менее 57 мас.% мяса домашней птицы или субпродуктов",GE-ГРУЗИЯ,434880.0,2022,103836.62
"1602329000-Прочие готовые или консервированные продукты из мяса домашней птицы вида gallus domesticus, товарной позиции 0105",KG-КЫРГЫЗСТАН,0.0,2022,13632.01
"1602392900-Прочие готовые или консервированные продукты из домашней птицы. товарной позиции 0105, содержащие 57 мас.% или более прочего мяса домашней птицы или субпродуктов",KZ-КАЗАХСТАН,315456.0,2022,12045.15
"1602394000-Прочие готовые или консервированные продукты из домашней птицы товарной позиции 0105, содержащие 25% или более, но не менее 57% мяса домашней птицы или субпродуктов",AZ-АЗЕРБАЙДЖАН,0.0,2022,0.0
1602398000-Прочие готовые или консервированные продукты из домашней птицы товарной позиции 0105,AZ-АЗЕРБАЙДЖАН,0.0,2022,0.0
"1602398500-Прочие готовые или консервированные продукты из мяса, мясных",UA-УКРАИНА,40256.0,2022,1380.51
1602411000-Готовые или консервированные продукты из окорока и их отруба домашней свиньи,AZ-АЗЕРБАЙДЖАН,0.0,2022,2964.6
1602421000-Готовые изделия и консервы из лопаточных частей и их отрубов домашней свиньи,AB-АБХАЗИЯ,18496.0,2022,0.0
"1602491100-Изделия и консервы из филейных частей свиньи (исключая шейные части) и ихотруба, включая смеси филейных частей или окороков,содер 80 мас.% или более мяса люб.вида,включая жиры любого вида и происхожд.",AM-АРМЕНИЯ,42880.0,2022,810.28
"1602491300-Изделия и консервы из шейной части и ее отруба, включая смеси шейных лопаточных частей свиньи, содержащие 80 мас.% или более мяса или субпродуктов любого вида,включая жиры любого вида и происхождения",NNN-НЕИЗВЕСТНАЯ СТРАНА,163776.0,2022,194.66
"1602491500-Прочие изделия и консервы из смесей,содержащие окорока,лопаточные,филейные или шейные части и их отруба домашней свиньи,содерж 80 мас.% и более мяса или субпродуктов,включая жиры любого вида и происх.",AZ-АЗЕРБАЙДЖАН,0.0,2022,977.4
"1602491900-Прочие изделия и консервы из прочих смесей частей домашней свиньи, содержащие 80 мас.% мяса или субпродуктов, включая жиры любого вида и происхождения",AZ-АЗЕРБАЙДЖАН,68032.0,2022,102990.69
"1602493000-Прочие изделия и консервы из смесей частей свиньи, содержащие 40 мас.%и более,но менее 80 мас.% мяса или субпродуктов любого вида, включая жиры любого вида и происхождения",BY-БЕЛАРУСЬ,184448.0,2022,121734.67
"1602495000-Прочие изделия и консервы из смесей частей домашней свиньи, содержащие менее 40 мас.% мяса или мясных субпродуктов любого вида, включая жиры любого вида и присхождения","MD-МОЛДОВА, РЕСПУБЛИКА",27008.0,2022,3967.39
1602499000-Прочие изделия и консервы из прочих смесей мяса свиньи и мясных субпродуктов,VN-ВЬЕТНАМ,107392.0,2022,56927.7
"1602501000-Изделия и консервы, изготовленные из мяса крупного рогатого скота, смеси отварного мяса или субпродуктов и сырого мяса или субпродуктов",KG-КЫРГЫЗСТАН,0.0,2022,36281.09
"1602509501-Прочие готовые или консервированные продукты из мяса крупного рогатого скота, в герметичных контейнерах",KZ-КАЗАХСТАН,482176.0,2022,51761.32
1602509509-Прочие готовые или консервированные продукты из мяса крупного рогатого скота,TJ-ТАДЖИКИСТАН,1471488.0,2022,909659.4
"1602905100-Прочие готовые и консервированные продукты из крови любых животных, содержащие мясо или мясные субпродукты из домашней свиньи",UA-УКРАИНА,23232.0,2022,54.59
"1602906100-Прочие готовые и консервированные продукты питания, содержащие смеси из отварного мяса или субпродуктов и сырого мяса или субпродуктов крупного рогатого скота",AB-АБХАЗИЯ,48192.0,2022,0.0
"1602906900-Прочие готовые и консервированные продукты из крови любых животных, содержащие прочее мясо крупного рогатого скота или субпродукты",UZ-УЗБЕКИСТАН,100544.0,2022,5812.7
"1602907600-Прочие, включая готовые продукты или консервы из крови баранины",BY-БЕЛАРУСЬ,199808.0,2022,0.0
1602909100-Прочие готовые и консервированные продукты из крови баранины,AM-АРМЕНИЯ,53696.0,2022,0.0
"1602909900-Прочие, включая готовые продукты из крови любых животных прочие",UA-УКРАИНА,44736.0,2022,1241.28
"1604110000-Готовые продукты и консервы из лосося, приготовленного целиком или в кусках, но не фаршированного",US-СОЕДИНЕННЫЕ ШТАТЫ,54400.0,2022,4575.05
"1604129100-Прочие готовые или консервированные продукты из сельди, находящейся целиком или в кусках, в герметичной упаковке, но не фаршированной",AM-АРМЕНИЯ,100800.0,2022,102933.81
"1604129900-Прочие готовые или консервированные продукты из сельди, целиком или в кусочках, но не фаршированные",AM-АРМЕНИЯ,128.0,2022,1269.49
"1604131100-Готовая или консервированная в оливковом масле сардина, целиком или в кусках, но не фаршированная",AB-АБХАЗИЯ,96000.0,2022,0.0
"1604131900-Прочие сардины, консервированные целиком или в кусках, но не фаршированные","MD-МОЛДОВА, РЕСПУБЛИКА",154240.0,2022,128796.87
"1604139000-Готовые продукты и консервы из сардинелл, кильки и шпрот целиком или в кусках, но не фаршированные",KG-КЫРГЫЗСТАН,199104.0,2022,515098.58
"1604141800-Прочая готовая или консервированная продукция из тунца и скипджека, целиком или в кусках, но не фаршированная",BY-БЕЛАРУСЬ,163904.0,2022,0.0
"1604144800-Прочий тунец, скипджек, или тунец полосатый, и пеламида (sarda spp.)",KG-КЫРГЫЗСТАН,0.0,2022,37624.83
"1604151100-Готовая или консервированная продукция из филе скумбрии вида scomber scombrus и scomber japonicus целиком или в кусках, но не фаршированная",KG-КЫРГЫЗСТАН,0.0,2022,5013.95
"1604151900-Прочая готовая или консервированна продукция из скумбрии вида scomber scomberus и somber japonicus целиком или в кусках, но не фаршированная",UZ-УЗБЕКИСТАН,215936.0,2022,88865.6
"1604159000-Готовые продукты и консервы из скумбрии вида scomber australasicus целиком или в кусках, кроме фаршированной",AM-АРМЕНИЯ,70720.0,2022,1878.85
"1604160000-Готовые продукты и консервы из анчоусов целиком или в кусках, но не фаршированных",KG-КЫРГЫЗСТАН,0.0,2022,1149.46
"1604191000-Готовые продукты и консервы из лососевых рыб, кроме лосося, целиком или в кусках, но не фаршированные",IL-ИЗРАИЛЬ,98240.0,2022,41040.0
"1604199200-Готовая или консервированная продукция из трески (gadus morhua, gadus ogac, gadus macrocephalus), целиком или в кусках, но не фаршированная",KG-КЫРГЫЗСТАН,0.0,2022,38111.15
"1604199780-Прочая рыба целиком или в кусках, но нефаршированная",GR-ГРЕЦИЯ,97792.0,2022,71979.76
"1604199790-Прочая, рыба прочая, целиком или в кусках, но нефаршированная",US-СОЕДИНЕННЫЕ ШТАТЫ,315904.0,2022,0.0
1604200500-Готовые или консервированные продукты из сурими,KZ-КАЗАХСТАН,339008.0,2022,85533.99
1604201000-Готовые изделия и консервы из лосося,KZ-КАЗАХСТАН,350528.0,2022,27.95
"1604203000-Готовая или консервированная продукция из лососевых, кроме лосося",BY-БЕЛАРУСЬ,88448.0,2022,2261.49
"1604205000-Прочая готовая или консервированная продукция из скумбрий видов scomber scombrus, scomber japonicus, рыбы вида orcynopsis unicolor, а также из сардин и пиламиды",UA-УКРАИНА,110208.0,2022,22680.34
"1604207000-Готовая или консервированная продукция из тунца, скипджека или другой рыбы рода euthynnus","MD-МОЛДОВА, РЕСПУБЛИКА",96320.0,2022,90915.76
1604209090-Готовая или консервированная продукция из прочей рыбы,UA-УКРАИНА,248960.0,2022,302379.3
1604320010-Заменители икры осетровых: икра лососевых (красная икра),"MD-МОЛДОВА, РЕСПУБЛИКА",743552.0,2022,706063.85
1604320090-Прочие заменители икры осетровых,AZ-АЗЕРБАЙДЖАН,0.0,2022,74125.35
"1605290000-Прочие креветки и пильчатые креветки, готовые или консервированные",US-СОЕДИНЕННЫЕ ШТАТЫ,197440.0,2022,4838.84
"1605400009-Готовые или консервированные прочие ракообразные, прочие",UA-УКРАИНА,36224.0,2022,8249.24
1605531000-Мидии в герметичных упаковках,BY-БЕЛАРУСЬ,89536.0,2022,37736.72
1605540000-Каракатицы и кальмары готовые или консервированные,US-СОЕДИНЕННЫЕ ШТАТЫ,71936.0,2022,20733.42
1605550000-Осьминоги готовые или консервированные,UA-УКРАИНА,22464.0,2022,2259.23
"1602100090-Прочие гомогенизированные готовые продукты питания из мяса, мясных субпродуктов или крови",AE-ОБЪЕДИНЕННЫЕ АРАБСКИЕ ЭМИРАТЫ,56128.0,2022,0.0
1604310000-Икра осетровых,KZ-КАЗАХСТАН,337536.0,2022,7829.39
1605100000-Готовые или консервированные крабы,NNN-НЕИЗВЕСТНАЯ СТРАНА,187008.0,2022,7195.82
1605590000-Прочие моллюски готовые или консервированные,AM-АРМЕНИЯ,64896.0,2022,23723.46
"1605690000-Прочие водные беспозвоночные, готовые или консервированные",KZ-КАЗАХСТАН,269248.0,2022,6826.11
"1602311100-Готовые или консервированные продукты из мяса индейки товарной позиции 0105, содержащие 57 мас. % или более мяса или субпродуктов",UA-УКРАИНА,93888.0,2022,2978.58
"1602313000-Готовые изделия и консервы из мяса индейки, содержащие 25 мас.% или более, но менее 57 мас.% мяса домашней птицы или субпродуктов",BY-БЕЛАРУСЬ,144192.0,2022,0.0
1602319000-Прочие готовые изделия и консервы из мяса индейки,CN-КИТАЙ,104512.0,2022,0.0
"1602392100-Прочие готовые или консервированные продукты из домашней птицы, товарной позиции 0105, содержащие 57 мас.% или более сырого мяса домашней птицы или субпродуктов",KG-КЫРГЫЗСТАН,0.0,2022,1463.36
1602419000-Прочие готовые изделия и консервы из окороков и их отрубов домашней свиньи,BY-БЕЛАРУСЬ,168064.0,2022,0.0
1602429000-Прочие готовые изделия и консервы из лопаточной части и ее отруба домашней свиньи,KZ-КАЗАХСТАН,223424.0,2022,0.0
1602903100-Прочие готовые и консервированные продукты из крови дичи или кролика,AM-АРМЕНИЯ,0.0,2022,0.0
"1603001000-Экстракты и соки из мяса, рыбы, ракообразных, моллюсков или прочих водных беспозвоночных в первичных упаковках нетто-массой 1 кг и менее",AM-АРМЕНИЯ,0.0,2022,0.0
"1604121000-Готовые продукты или консервы из филе сельди: сырого, в тесте или панировке, предварительно обжаренного или не обжаренного в масле, глубоко замороженного, но не фаршированного",BY-БЕЛАРУСЬ,60224.0,2022,0.0
1604141100-Готовая или консервированная рыба в растительном масле,BY-БЕЛАРУСЬ,138816.0,2022,0.0
"1604141600-Прочие корды (балык), тунец и скипджек целые или в кусках, но не фаршированные",0,126784.0,2022,0.0
"1604142100-Тунец, скипджек, или тунец полосатый, и пеламида (sarda spp.) в",AM-АРМЕНИЯ,27840.0,2022,39212.73
"1604142600-Филе, скипджека, или тунеца полосатого известное как корды, или балык",AZ-АЗЕРБАЙДЖАН,0.0,2022,0.0
"1604142800-Прочий тунец, скипджек, или тунец полосатый, и пеламида (sarda spp.)",AM-АРМЕНИЯ,63616.0,2022,9026.07
1604143100-Желтоперый тунец (thunnus albacares)  в растительном масле,KG-КЫРГЫЗСТАН,0.0,2022,0.0
1604143800-Прочий желтоперый тунец (thunnus albacares),KZ-КАЗАХСТАН,223168.0,2022,0.0
"1604144100-Тунец и скипджек, или тунец полосатый в растительном масле",UA-УКРАИНА,20864.0,2022,1786.29
"1604170000-Угорь целиком или в кусках, но нефаршированный",AZ-АЗЕРБАЙДЖАН,0.0,2022,124809.52
"1604199100-Готовая или консервир. продукция из филе прочих рыб, целиком или в кусках, сырая, в тесте или панировке, предварительно обжаренная или не обжаренная в масле, глобоко замороженная",AZ-АЗЕРБАЙДЖАН,0.0,2022,28804.44
"1604199500-Готовая или консерварованная продукция из минтая(theragra chalcogramma,серебристая сайда (pollachius pollachius), целиком или в кусках, но не фаршированная",KZ-КАЗАХСТАН,293760.0,2022,8857.06
1604204000-Готовая или консервированная продукция из анчоусов,AM-АРМЕНИЯ,143872.0,2022,0.0
"1605211000-Креветки и пильчатые креветки в негерметичной упаковке, в первичных упаковках нетто-массой не более 2 кг",AM-АРМЕНИЯ,35840.0,2022,2378.47
1605219000-Прочие креветки и пильчатые креветки в негерметичной упаковке,AM-АРМЕНИЯ,32384.0,2022,2677.28
"1605520000-Гребешки, включая королевские гребешки, готовые или консервированные",BY-БЕЛАРУСЬ,177728.0,2022,0.0
1605539000-Прочие моллюски готовые или консервированные,KZ-КАЗАХСТАН,304256.0,2022,18941.89
"1605560000-Клемы, сердцевидки и арки готовые или консервированные",AM-АРМЕНИЯ,27904.0,2022,4742.18
"1605580000-Улитки, кроме липариса готовые или консервированные",AM-АРМЕНИЯ,0.0,2022,0.0
"1604199300-Готовая или консервированная продукция из сайды (pollachius virens), целиком или в кусках, но не фаршированная",TJ-ТАДЖИКИСТАН,48960.0,2022,0.0
1602503101-Солонина в герметичных контейнерах,KZ-КАЗАХСТАН,292224.0,2022,0.0
"1604144600-Филе, известное как корды, или балык, прочий",TJ-ТАДЖИКИСТАН,142912.0,2022,0.0
"1604193900-Прочая готовая и консервированная продукция из рыбы рода euthynnus, кроме скипджека (euthynnus (katsuwonus) pelamis) целиком или в кусках, но не фаршированная",UZ-УЗБЕКИСТАН,79104.0,2022,0.0
1605400000-Готовые или консервированные прочие ракообразные,GE-ГРУЗИЯ,0.0,2022,0.0
1605610000-Голотурии готовые или консервированные,CN-КИТАЙ,65088.0,2022,0.0
1602901000-Прочие готовые и консервированные продукты из крови любых животных,0,105408.0,2022,0.0
"1604143600-Филе желтоперого тунеца (thunnus albacares), известное как корды,",UA-УКРАИНА,0.0,2022,0.0
"1604193100-Филе, из рыбы рода euthynnus, кроме скипджека, или тунца полосатого (euthynnus (katsuwonus) pelamis): известное как ""корды, или балык""",0,104576.0,2022,0.0
"1604199710-Осетровые прочие, целиком или в кусках, но нефаршированная",UZ-УЗБЕКИСТАН,2048.0,2022,0.0
1604209010-Готовая или консервированная рыба из осетровых,TJ-ТАДЖИКИСТАН,0.0,2022,0.0
"1605301000-Мясо омаров, подвергнутое тепловой обработке, для производства омарного масла или омарных паштетов, паст, супов или соусов",0,104512.0,2022,0.0
"1605400001-Готовые или консервированные прочие ракообразные, мясо криля",UA-УКРАИНА,0.0,2022,0.0
1605510000-Устрицы готовые или консервированные,0,104576.0,2022,0.0
"1602503109-Солонина, прочая",OS-ЮЖНАЯ ОСЕТИЯ,31360.0,2022,0.0
"1602907200-Прочие готовые продукты из крови баранины, сырые; смеси отварного мяса или субпродуктов и сырого мяса или субпродуктов",0,120320.0,2022,0.0
"1603008000-Прочие экстракты и соки из мяса, рыбы или ракообразных, моллюсков или прочих водных беспозвоночных:",0,60736.0,2022,0.0
"1604149000-Готовая или консервированная продукция из пеламиды (sarda spp.), целиком или в кусках, но не фаршированной",UA-УКРАИНА,0.0,2022,0.0
1604180000-Готовые или консервированные плавники акульи,0,61824.0,2022,0.0
"1604195000-Готовые продукты и консервы из рыбы вида orcinopsis unicolor целиком или в кусках, кроме фаршированных",0,61696.0,2022,0.0
"1604199400-Готовая или консервированная продукция из мерлузы (merluccius spp.,urophycis spp.) и американсого нитеперого налима (urophycis spp.), целиком или в кусках, но не фаршированная",0,61632.0,2022,0.0
1605620000-Морские ежи готовые или консервированные,0,61824.0,2022,0.0
